firm,date_review,job_title,current,location,overall rating,work life balance,culture values,diversity inclusion,career opportunities,company benefits,senior mgmt,headline,status
Barclays,6/15/2019, Data Quality Analyst,"Current Employee, more than 3 years",Pune,4,4,5,5,4,3,3,My experience at Barclays is full of projects. Barclays is my first job after graduation.,0
Barclays,9/30/2019, IMS Database,"Current Employee, more than 1 year",Pune,3,3,2,3,2,1,1,No work life balance and bad management,1
Barclays,10-09-2019, Data Analyst,"Current Employee, more than 3 years",Chennai,3,3,3,3,3,3,3,not the best company but okay to work with it.,1
Barclays,03-06-2020, Data Engineer,"Current Employee, more than 3 years",Chennai,4,5,4,4,4,5,4,Growth depends on the manager and the team you are in,2
Barclays,01-06-2021, Data Analyst,"Current Employee, more than 5 years",Chennai,4,5,4,4,4,5,4,Working environment helps every individual to develop their skillset,1
Barclays,04-08-2021, Data Scientist,"Current Employee, more than 1 year",Pune,3,5,3,3,3,3,3,Good place to start,0
Barclays,05-06-2021, Senior Database Administrator (Database Administrator),"Current Employee, more than 8 years",Pune,5,5,5,5,5,5,5,Good work life balance and perks as well,0
Barclays,5/26/2021, Data Analyst,"Current Employee, more than 3 years",Pune,3,1,1,2,1,5,1,"Too much of work pressure, Good salary Is the only best part",1
Bloomberg-L-P,9/20/2020, Global Data Analyst,Current Employee,Mumbai,5,5,5,5,5,5,5,Excellent awesome amazing lovely,0
Blue-Yonder,05-03-2020, Senior Data Scientist,"Current Employee, more than 1 year",Bangalore,5,5,5,4,4,3,5,One of the best places to work at,0
Blue-Yonder,07-01-2020, SQL Server Database Administrator,Current Employee,Bangalore,4,4,3,4,4,4,3,"Good environment to work, employee-friendly.",0
Boston-Consulting-Group,1/13/2021, Data Scientist,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,3,5,5,5,5,4,Company offer very good employee benefit such as top quality health insurance,0
Boston-Consulting-Group,02-01-2021, Senior Data Analyst,"Current Employee, more than 1 year",Bangalore,4,2,5,4,4,3,4,Very nice company- good culture,0
Boston-Consulting-Group,05-08-2021, Data Scientist,"Current Employee, more than 1 year",New Delhi,4,4,5,5,5,4,4,"Excellent use cases to work on 
work environment is also coordinal.",0
CBRE,03-11-2020, Data Management Analyst,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",5,5,5,5,5,5,5,"Good salary, proper guidance, safe and healthy environment",0
Citi,10/25/2017, Data Analyst,"Current Employee, less than 1 year",Mumbai,4,3,5,3,3,4,3,Good company...bad hr policies,2
Citi,2/13/2018, Data Scientist,"Current Employee, more than 1 year",Bangalore,4,5,3,3,3,4,4,"Good work life balance
good brand name
access to move to us",0
Citi,11-12-2018, Data Scientist,"Current Employee, more than 10 years",Bangalore,4,5,4,3,5,5,5,good company for aspirants who want to purse their careers in the field of data science,0
Citi,1/31/2019, Data Analyst Intern,"Current Employee, less than 1 year",Chennai,5,4,5,4,5,4,4,Citi is great place to work with all kind of people and its great company,0
Citi,06-09-2020, Senior Data Scientist,"Current Employee, more than 3 years",Bangalore,3,2,4,3,3,3,3,Not a bad choice but certainly far from the best,2
Citi,6/29/2020, Data Scientist,"Current Employee, more than 1 year",Bangalore,4,5,4,3,3,3,3,Good work-life balance,0
Citi,11/27/2020, Data Analyst,"Current Employee, less than 1 year",Chennai,4,4,4,3,4,4,4,good work life balance,0
Citi,1/30/2021, Data Analyst,"Current Employee, more than 1 year",Pune,4,3,4,5,4,4,3,Good place to work but not best,2
Citi,03-05-2021, Data Analyst,"Current Employee, more than 1 year",Bangalore,4,5,4,3,3,3,4,Good work life balance here but Slow in growth and promotion,2
Citi,03-05-2021, Data Analyst,"Current Employee, more than 1 year",Bangalore,4,5,5,3,3,3,4,work life balance is good but Slow transitions and slow promotions,2
DHL-Supply-Chain,12-06-2020, Data Entry/Quality Control,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",5,5,5,5,4,4,5,it's a good company to work for,0
Deloitte,11/17/2019, Senior Data Analyst,"Current Employee, more than 5 years",Mumbai,5,4,5,4,4,4,4,"very good work life balance, good Salary hikes",0
Deloitte,04-04-2020, Junior Data Analyst,Current Employee,Calcutta,3,4,3,4,3,3,4,good work culture and food but bad perks and other facilities,1
Deloitte,4/22/2020, Database Administrator,"Current Employee, more than 5 years","Gurgaon, Haryana, Haryana",5,5,5,5,5,5,5,Flexible hours which is a good thing and nice team work,0
Deloitte,4/29/2020, Data Analyst,Current Employee,Bangalore,4,3,5,4,4,4,4,good environment and great colleagues but poor management and bad work-life balance,2
Deloitte,6/24/2020, Data Engineer,Current Employee,Bangalore,4,3,4,4,4,4,3,good company to kickstart your career,0
Deloitte,08-10-2020, Data Scientist,Current Employee,Mumbai,5,5,4,4,5,4,4,Great company to work for,0
Deloitte,8/14/2020, Big Data Engineer,Current Employee,Bangalore,3,3,4,4,4,4,3,Nice work environment and nice culture. People are very friendly but too much work pressure,2
Deloitte,8/27/2020, Data Analyst,Current Employee,Bangalore,5,5,5,5,5,5,5,Great Company Good office in terms of environment,0
Deloitte,9/17/2020, Big Data Developer,"Current Employee, less than 1 year",Bangalore,4,4,4,4,4,4,4,no proper allocation of resources into the suitable profiles,1
Deloitte,9/28/2020, Data Scientist,Current Employee,Bangalore,4,5,4,4,4,4,3,"Good company, Work from home option is available",0
Deloitte,9/30/2020, Data Analyst/Data Scientist,"Current Employee, more than 1 year",Bangalore,3,2,4,4,2,3,3,Scope of learning is subjected to availability of projects,0
Deloitte,10/15/2020, Data Scientist,Current Employee,Mumbai,4,1,4,3,5,3,5,Great place to grow professionally  Work areas involve multiple domains,0
Deloitte,11-07-2020, Data Analyst,Current Employee,Mumbai,4,5,4,3,4,5,5,"work life balance, good bonus and international trips",0
Deloitte,11-09-2020, Data Scientist,"Current Employee, more than 3 years",Mumbai,3,4,4,4,3,3,3,"Good company but not the best Brand name, Variable pay, Work from home when needed",2
Deloitte,11-12-2020, Audit Data Analytics,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",4,3,4,5,4,3,4,"Good work culture, Flexibility but Less Hike",2
Deloitte,1/15/2021, Data Analyst,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",5,4,5,4,5,4,5,Great company to work at and evolve,0
Deloitte,1/29/2021, Data Scientist,Current Employee,Bangalore,5,5,3,5,5,3,5,"work life balance, great, nice, good work",0
Deloitte,03-04-2021, Big Data Consultant,Current Employee,Mumbai,4,5,4,3,4,4,5,no better work culture in the organisation,1
Deloitte,03-07-2021, Data Analyst,"Current Employee, less than 1 year","Patna, Bihar, Bihar",5,4,4,4,4,5,5,I can use my skills contributing toward organizational growth simultaneously enhance my career,0
Deloitte,3/30/2021, Data Scientist,Current Employee,Bangalore,4,5,4,4,2,4,5,Nice place to work Good place to learn new things.,0
Deloitte,4/26/2021, Applied & Data Scientist,"Current Employee, less than 1 year",Bangalore,4,2,5,5,5,4,4,"Good talented colleagues, good company policies",0
Deloitte,05-02-2021, Data Scientist,Current Employee,Bangalore,4,4,4,4,4,4,4,good and responsible consulting management company,0
Deloitte,05-10-2021, Data Scientist,"Current Employee, more than 1 year",Bangalore,4,3,4,4,4,4,4,good to start your career with. diversified learning,0
Deloitte,05-10-2021, Data Scientist,"Current Employee, more than 1 year",Bangalore,5,4,3,4,5,4,4,"Great learning, exposure, networking. . Etc",0
Deloitte,5/14/2021, Data Quality Consultant,"Current Employee, more than 1 year",Bangalore,5,3,5,5,5,4,5,One of the best places to work and learn but projects take too long to complete.,2
Deloitte,5/29/2021, Data Scientist,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",4,4,5,5,5,3,5,"Amazing culture
Supportive leadership
Royal treatment to employes
Opportunity to grow
Visa filing",0
Deutsche-Bank,4/19/2020, Data Engineer,Current Employee,Pune,4,5,4,3,4,4,4," Employee friendly policy
Good work
Good payer",0
Deutsche-Bank,12/17/2020, Senior Data Analyst,Current Employee,Pune,4,4,4,5,4,4,5, Great Place to work Employee friendly company and good workplace,0
Diageo,10/20/2019, Master Data Specialist,"Current Employee, more than 3 years",Bangalore,3,4,3,4,1,1,1,"Workplace ,work life balance , Cabs, food and Drinks are good but no standard work culture",2
Diageo,04-11-2020, Data Specialist,Current Employee,Bangalore,4,4,4,5,4,3,2,Freedom to succeed in work,0
Diageo,7/16/2020, Data Scientist,"Current Employee, less than 1 year",Bangalore,4,5,5,4,4,5,5,"Nice Company to work With but salary increment is low.Great Working Environment, Lively work culture",0
Diageo,11/30/2020, Data Analyst,"Current Employee, more than 1 year",Bangalore,2,1,2,2,2,2,2,No work life balance Good to learn new tools,0
Diageo,02-05-2021, Big Data Developer,"Current Employee, more than 1 year",Bangalore,4,4,5,4,4,2,3,work life balance is good but hikes are very less.,2
Dynatrace,04-12-2021, Data Anlysts,Current Employee,Navi Mumbai,1,2,4,1,2,1,1,Good work nice clean culture but bad team,2
EY,12-09-2018, Data Analyst,"Current Employee, more than 1 year",Bangalore,5,5,5,5,4,3,4,"Really good Working culture, locations, team, onsite",0
EY,3/26/2019, Data Analyst,"Current Employee, more than 1 year",Bangalore,2,4,3,4,1,1,2,"Work Flexibility,Transport facility,Work from home but low salary.",2
EY,5/31/2019, Supervising Associate for Data Analyst Group,"Current Employee, more than 3 years",Bangalore,5,5,5,4,3,5,2,Ernst Young LLP is one of best company to work,0
EY,06-11-2019, Senior Data Analyst,"Current Employee, more than 1 year",Bangalore,5,5,4,4,5,4,5,"Good work life balance and work from home option
Focuses on employee Learning
Good practises
Respect for employees",0
EY,6/27/2019, Senior Data Engineer,"Current Employee, more than 1 year",Bangalore,4,2,3,4,4,4,2,better organization culture but lack of work life balance,2
EY,7/16/2019, Associate Data Analyst,"Current Employee, less than 1 year",Thiruvananthapuram,4,5,5,4,4,2,5,Great place to work.,0
EY,3/16/2020, Data Analyst,"Current Employee, less than 1 year",Bangalore,4,5,5,4,4,4,5," Best place to work, Classy, no politics or less politics,best place to learn",0
EY,3/20/2020, Senior Data Scientist,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",1,3,3,1,1,3,1,Worst Company to work for - EY GDS,1
EY,3/24/2020, Data Entry,"Current Employee, less than 1 year",TiruppÅ«r,4,5,4,4,4,4,4,Your company is trusted company so I like to work in your company,0
EY,5/27/2020, Data Analyst,"Current Employee, less than 1 year",Mumbai,4,4,5,5,5,3,5,"Excellent learning at EY, Excellent learning curve.
Great opportunities to grow yourself.
Flat hierarchy, you can reach out to anyone without hesitation and Brand value.",0
EY,06-09-2020, Data Analyst,Current Employee,Bangalore,5,3,5,4,5,2,5,Great work environment,0
EY,6/18/2020, Advanced Data Analyst,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",5,3,5,4,4,4,3,"good culture and environment to work in, provides deaslines effective for the better performance",0
EY,09-05-2020, Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",2,1,1,2,3,5,1,"Learning opportunity, flexible work hours, job stability are good but culture, work pressure,management handling, salary are worst.",1
EY,10-07-2020, Data Analyst,Current Employee,Bangalore,3,4,4,4,3,2,4,Difficult for a fresher,1
EY,10-07-2020, Data Analyst,Current Employee,Bangalore,3,4,4,4,3,2,4,Difficult for a fresher,1
EY,10-12-2020, Data Analyst,"Current Employee, more than 1 year",Mumbai,4,1,2,3,3,4,3,"salary is on time, management is supportive overall good company. ",0
EY,10/15/2020, Data Analyst,Current Employee,"Gurgaon, Haryana, Haryana",1,1,1,2,1,1,1,Pathetic work culture,1
EY,11/18/2020, Data Engineer,"Current Employee, more than 1 year",Bangalore,4,3,4,4,4,5,3,Good company  to learn,0
EY,11/19/2020, Data Scientist,"Current Employee, more than 1 year",Mumbai,4,1,3,3,4,5,2,It's good for hard and smart working people to work here.,0
EY,11/27/2020, Data Analyst,Current Employee,Chennai,3,2,3,3,3,2,3,"Flexible working hours, Supportive and helpful colleagues but less pay",2
EY,12-04-2020, Lead Data Analyst,Current Employee,Thiruvananthapuram,4,4,4,4,4,4,4,It is one of the companies where one can produce a very fruitful career,0
EY,01-11-2021, Data Analyst,"Current Employee, less than 1 year",Bangalore,3,2,4,3,2,4,4,"Job safety, great organization, other benefits but no career development overall average company.",1
EY,1/20/2021, Bigdata Engineer,"Current Employee, more than 1 year",Bangalore,5,5,5,5,5,5,5,it is good company to work,0
EY,1/31/2021, Senior Data Analyst,"Current Employee, more than 1 year",Bangalore,3,3,4,4,3,3,3,A company where you can stay if you are satisfied with your life!,2
EY,02-10-2021, Data Engineer,"Current Employee, more than 1 year",Chennai,5,4,5,4,5,4,5,"Work culture is good.
Advanced Technology.",0
EY,2/13/2021, Data Scientist,"Current Employee, more than 1 year",Bangalore,4,5,5,5,5,3,5,A good work environment,0
EY,2/17/2021, Data Architect,"Current Employee, more than 1 year",Bangalore,5,4,4,5,4,4,4,"Good People, good Workplace and best type of opportunity",0
EY,2/26/2021, Business Analyst/Data Analyst,Current Employee,"Gurgaon, Haryana, Haryana",3,1,2,5,4,3,3,EY is the good opportunity,0
EY,03-09-2021, Senior Big Data Engineer,Current Employee,Bangalore,3,1,2,3,3,3,1,Good Company but no work life balance,2
EY,3/16/2021, Data & Analytics Manager,"Current Employee, more than 3 years",Bangalore,5,4,5,5,5,4,5,"Good culture,
Plenty of opportunities to work and enhance your skill,
Great management,
People centric",0
EY,3/16/2021, Data Analyst,"Current Employee, less than 1 year",Mumbai,4,3,5,4,4,4,5,Great company to begin your professional career.,0
EY,3/18/2021, Senior Data Analyst,Current Employee,Thiruvananthapuram,4,4,4,4,4,4,4,Decent place to work,0
EY,04-09-2021, Lead Data Analyst,Current Employee,"Gurgaon, Haryana, Haryana",4,2,4,4,4,3,3,Excellent work environment,0
EY,04-12-2021, Data Scientist,Current Employee,"Gurgaon, Haryana, Haryana",3,3,2,1,2,2,1,"poor management, learning and no proper growth",1
EY,4/15/2021, Data Scientist,"Current Employee, more than 1 year",Bangalore,3,1,5,5,3,2,4,poor management and no proper growth,1
EY,4/20/2021, Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",4,1,5,5,4,1,1,"Amazing Team, Good Environment and Big 4 Exp but low salary",2
EY,5/17/2021, Data Scientist,Current Employee,New Delhi,5,5,5,4,5,4,5,Great friendly innovative learning excellent,0
EY,5/20/2021, Data Scientist,Current Employee,Bangalore,5,5,5,5,5,5,5,Good working environment with flexible hours,0
EY,5/24/2021, Data Analyst,"Current Employee, more than 1 year",Calcutta,3,1,2,3,3,3,1,"Good working environment but long work hours, poor management, need to work on weekends as well.",1
EY,5/30/2021, Senior Data Scientist,"Current Employee, more than 1 year",Bangalore,5,4,4,5,5,3,5,Great enriching work culture,0
